Nome da Música,link,album,letra
Anoiteceu em Porto Alegre,/engenheiros-do-hawaii/anoiteceu-em-porto-alegre.html,Infinita Highway,"Na escuridão a luz vermelha do walkman, sobre edifícios a luz vermelha avisa aviões. Nas esquinas que passaram, nas esquinas que virão, verde, amarelo, vermelho, espelho retrovisor.  Anoiteceu em Porto Alegre  Anoiteceu em Porto Alegre   Na escuridão só você ouve a canção, eu vejo a luz vermelha do teu walkman. Sobre edifícios, no trigésimo andar, uma flor vermelha nasceu. Nas esquinas que passaram, nas esquinas que virão, há sempre alguém correndo fugindo da ""Hora do Brasil"".   Anoiteceu em Porto Alegre  (Brasília, 19 Horas Esta É A Voz Do Brasil)  Anoiteceu em Porto Alegre   Na zona sul existe um rio, nesse rio mergulha o sol, e arde fins de tarde, de luz vermelha, de dor vermelha vermelho anil.   Atrás do muro existe um rio, que na verdade nunca existiu, mas arde fins de tarde de luz vermelha, de dor vermelha, vermelho anil.   Anoiteceu em Porto Alegre  Anoiteceu em Porto Alegre  Anoiteceu a noite inteira.  Anoiteceu em Porto Alegre  (Eu Disse Que Acreditassem Eu Pedi Que Acreditassem Eu Nunca Deixei De Acreditar Que O Grêmio Ia Ser Campeão Da América Hoje...Esta...Noite Em Porto Alegre)   Quinze pras duas, ruas escuras, Quem tem o mapa? Qual é a direção?  Duas e meia castelos de areia, cabelos castanhos, estranhos sinais.  Já passa das três, pela última vez. De hoje em diante, Só uísque escocês.  Cinco da manhã, nada diferente, chegamos finalmente, ao dia de amanhã.  Eu trago comigo os estragos da noite  Eu trago comigo os estragos da noite  Eu trago comigo os estragos da noite  Escondo meu rosto entre escombros da noite   Um ditador deposto, marcas no rosto, um gosto amargo na boca. Uma certeza, só uma certeza: da próxima vez, só uísque escocês.   Duas fichas telefônicas, um telefone que não pára de tocar, ninguém atende, eu não entendo tão fazendo onda, tão fazendo charme, um alarme de carro que não pára de tocar.    Eu trago comigo os estragos da noite  Eu trago comigo os estragos da noite  Eu trago comigo os estragos da noite  Não nego, não nego, não.    Uma canção no rádio uma versão mal traduzida, um pastor exorciza na rádio de um táxi.  (Aqui Esteremos Em Nome De Jesus)  Uma certa impressão, uma certeza imprecisa,  (Pra Pedir Ao Anjo Deus)  quem não precisa de uma versão, uma tradução?  (Para Colocar As Mãos Nas Profundezas Do Teu Corpo Para Arrancar A Macumba Para A Glória Em Nome De Jesus Cristo)  Um ditador deposto, marcas no rosto, um gosto amargo na boca e a certeza de que o último dia de dezembro é sempre igual, ao primeiro de janeiro.   (O Grêmio Vai Ser Campeão Do Mundo O Rio Grande Do Sul E O Brasil Vão Viver Uma Madrugada Que Não Terminará Antes Do Sol Nascer)   Eu trago comigo os estragos da noite  Eu trago comigo os estragos da noite  Eu trago comigo os estragos da noite  Meu reino por um rosto, pelo resto da noite.   Noites que passaram, noites que virão. Noites que passamos lado a lado em solidão, noites de inverno, noites de verão.  Noites que viramos esperando o sol nascer, esperando amanhecer, esperando o sol nascer.    Amanheceu em Porto Alegre  Amanheceu em Porto Alegre  Amanheceu em Porto Alegre  Amanheceu...  (Seis Horas Quinze Minutos Zero Segundo)   Recomeça tudo lá fora, ""here comes the sun"" ""the sun is the same in the relative way but you are older""  (Seis Horas Vinte Minutos Zero Segundo)   Recomeça tudo lá fora, nas esquinas, nas escolas, um litro de leite, meio quilo de pão.  (Seis Horas Trinta Minutos Zero Segundo)   Recomeça tudo lá fora, neguinho da Zero Hora, vende manchetes quinze pras sete da manhã. Nada diferente, chegamos finalmente ao dia de amanhã...  Em Porto Alegre."
Anos 90 Pose,/engenheiros-do-hawaii/anos-90-pose.html,,"Vamos passear depois do tiroteio Vamos dançar num cemitério de automóveis Colher as flores que nascerem no asfalto Vamos todo mundo, tudo que se possa imaginar.  Vamos duvidar de tudo que é certo Vamos namorar à luz do pólo petroquímico Voltar pra casa num navio fantasma Vamos todo mundo, ninguém pode faltar.  Se faltar calor a gente esquenta. Se ficar pequeno a gente aumenta. Se não for possível, a gente tenta. Vamos ficar acima Velejar num mar de lama Se faltar o vento a gente inventa. Vamos esquecer o dia da semana Tem que ser agora, Anos 90.  Vamos remar contra a corrente Desafinar do coro dos contentes Se for impossível, se não for importante Mesmo assim a gente tenta.  Não é pose, não é positivismo Quanto pior, pior Não é pose, não passará Não passaremos por isso.  Fora tudo o nosso baixo astral Eu não vou perder meu tempo brincando de ser mau Eu não vou viver pra sempre nem morrer a toda hora Como rasgos pré-fabricados no novo velho jeans.  Morte anunciada, direitos autorais Pela Tv a cabo uma baleia acaba de nascer Nascer pode ser uma passagem violenta O futuro se impõe O passado não te aguenta.  Meninos do engenho santa ingenuidade Santíssima Trindade: Sexo, drogas, Rock'n Roll  É pura pose, é qualquer coisa E o pior não é isso É pura pose, posteridade E o pior não é isso.  Vamos passear depois do tiroteio Vamos dançar num cemitério de automóveis Vamos duvidar de tudo que é certo Vamos namorar à luz do pólo petroquímico  La La La La...  Vamos remar contra a corrente Desafinar do coro dos contentes Vamos ficar a cima, velejar num mar de lama Vamos esquecer o dia-a-dia."
Arame Farpado,/engenheiros-do-hawaii/arame-farpado.html,Surfando Karmas & DNA,"Seria engraçado Se não fosse triste acesso negado A gente não existe Arame farpado Silêncio de chumbo Seria absurdo Se não fosse lei  A serpente troca de pele A gente não esquece O avião reabastece Sem deixar de voar  Não sofro mais, agora eu sei O que nos faz sobreviver Não sofro mais, agora eu sei O que nos fez sobreviver  Seria ruído Se não fosse um sinal Só para iniciados, Transe tribal Seriam ruínas, Mas a gente não esquece O avião reabastece Em pleno ar  Não sofro mais, agora eu sei O que nos faz sobreviver Não sofro mais, agora eu sei O que nos fez .....sobreviver Camila Paiva..."
Armas Químicas E Poemas,/engenheiros-do-hawaii/armas-quimicas-e-poemas.html,Acústico MTV - Engenheiros do Hawaii,Eu me lembro muito bem Como se fosse amanhã O sol nascendo sem saber O que iria iluminar Eu abri meu coração Como se fosse um motor E na hora de voltar Sobravam peças pelo chão  Mesmo assim eu fui à luta Eu quis pagar pra ver  Aonde leva essa loucura? Qual é a lógica do sistema? Onde estavam as armas químicas? O que diziam os poemas?  Afinal de contas O que nos trouxe até aqui? Medo ou coragem? Talvez nenhum dos dois! Sopra vento um carro passa pela praça E já foi...já foi!  Por acaso eu fui à luta Eu quis pagar pra ver!  Aonde leva essa loucura? Qual é a lógica do sistema? Onde estavam as armas químicas? O que diziam os poemas?  O tempo nos faz esquecer o que nos trouxe até aqui mas eu lembro muito bem como se fosse amanhã  Quem prometeu um descanso em paz Pra depois dos comerciais Quem ficou pedindo mais 2x Armas químicas e poemas
Às Vezes Nunca,/engenheiros-do-hawaii/as-vezes-nunca.html,Infinita Highway,"Tô sempre escrevendo cartas que nunca vou mandar pra amores secretos, revistas semanais e deputados federais Às vezes nunca sei se ""AS VEZES"" leva crase às vezes nunca sei em que ponto acaba a frase Você sempre soube, eu não sabia toda frase acaba num riso de auto-ironia você sempre soube,eu não sabia toda tarde acaba com melancolia e, se eu escrevesse ""SEM"" com ""S"", ou escrevesse ""CEM"" com ""C""? por acaso faria alguma diferença? que diferença faria? o que você faria no meu lugar... se tivesse pra onde ir e não tivesse que esperar? O que você faria se estivesse no meu lugar... se tivesse que fugir e não pudesse escapar? Você sempre soube que eu não conseguiria quando a frase acaba tarde, tudo fica pra outro dia Você sempre soube (eu não sabia) Toda tarde acaba em melancolia Às vezes não entendo minha própria letra minha própria caneta me trai às vezes não entendo o que você quer dizer quando fica calada você sempre soube (eu não sabia) quando a frase acaba o mundo silencia às vezes não entendo onde você quer chegar quando fica parada É como ficar esperando cartas que nunca vão chegar não vão xegar com ""X"" ... nem vão chegar com ""CH"" É como ficar esperando horas que custam a passar enquanto ficamos parados, andando pra lá e pra cá É como ficar desesperado de tanto esperar olhando pela janela até onde a vista alcançar É como ficar esperando cartas que nunca vão chegar É como ficar relendo velhas cartas até a vista cansar você sempre soube ... eu não sabia você sempre soube ... eu não sabia Camila Paiva..."
Até Mais,/engenheiros-do-hawaii/ate-mais.html,Tchau Radar,"Não foi assim que eu sonhei a nossa vida A despedida seria até logo mais Mas a vida não permite ensaios Não há raios antes do trovão Não olhe para mim como se eu fosse invisível Como se fosse possível enxergar nessa escuridão Não olhe pra trás (odeio despedidas) Diga até mais! Mesmo se for adeus  Eu, você e mais ninguém Só nós dois, nada mais a nosso favor Eu, você e mais ninguém Um mundo estranho que queimava sonhos  Ao nosso redor (Eu e você) Não foi assim que eu sonhei a nossa vida A despedida seria até logo mais Mas numa guerra ninguém mede conseqüências A gente erra, depois pede perdão  Eu, você e mais ninguém Só nós dois, nada mais a nosso favor Eu, você e mais ninguém Só nós dois, ninguém mais ao nosso redor Não podia durar para sempre Não podia ser diferente Não poderia ter sido melhor Eu, você e mais ninguém Só nós dois e nada mais"
Até O Fim,/engenheiros-do-hawaii/ate-o-fim.html,Novo Millennium: Engenheiros do Hawaii,"não vim até aqui pra desistir agora entendo você se você quiser ir embora não vai ser a primeira vez nas últimas 24 horas mas eu não vim até aqui pra desistir agora  minhas raízes estão no ar minha casa é qualquer lugar se depender de mim eu vou até o fim voando sem instrumentos ao sabor do vento se depender de mim eu vou até o fim  não vim até aqui pra desistir agora entendo você se você quiser ir embora não vai ser a primeira vez em menos de 24 horas mas eu não vim até aqui pra desistir agora  a ilha não se curva noite a dentro vida afora toda a vida, o dia inteiro não seria exagero se depender de mim eu vou até o fim  cada célula, todo fio de cabelo falando assim parece exagero mas se depender de mim eu vou até o fim  não vim até aqui pra desistir agora não vim até aqui pra desistir  site oficial"
Até Quando Você Vai Ficar?,/engenheiros-do-hawaii/ate-quando-voce-vai-ficar.html,,tuas palavras como um espelho (cristais de visão) me refletem se quebram cortam a respiração  tuas palavras duras palavras como uma prisão me deixam de fora fora de circulação  tuas palavras... duras palavras um espelho... uma explosão tuas palavras... duras palavras um prisioneiro... uma prisão  sou dado a sonhos como um dado em tuas mãos entregue a vícios e crenças às vezes rolo pelo chão  me achas lento quando atravesso a escuridão por um momento eu me sinto como um dardo em tuas mãos  tuas palavras... duras palavras das alturas ao chão tuas palavras... duras palavras um espelho... uma prisão  ?até quando você vai ficar fazendo o que quer comigo? ?até quando você vai ficar sem saber o que quer de mim? ?até quando você vai ficar... ...sem saber o que quer fazer? ...sem saber o que quer? ...sem saber o que? ...sem saber?
Banco,/engenheiros-do-hawaii/banco.html,Infinita Highway,"deve haver alguma coisa que ainda te emocione  tudo errado no teu banco de dados futuro presetado...passado deletado sinto te informar : !tú estás mal informado!  deve haver alguma coisa que ainda te emocione uma garota, um bom combate, um gol aos 46 deve haver alguma coisa que ainda te emocione  te vejo sentado no banco dos réus pra falir a banca bancando o coitado quanto mais culpado melhor o advogado  deve haver alguma coisa que ainda te emocione um cavalo em disparada pijamas...nada pra fazer deve haver alguma coisa que ainda te emocione  tudo guardado num banco americano a sete chaves, o sétimo céu eu sinto te informar : !o banco foi roubado! é o velho jogo : pedra, tesoura, papel  deve haver alguma coisa que ainda te emocione um vinho tinto...um copo d'água a chuva no telhado...um pôr-de-sol deve haver alguma coisa que ainda te emocione ____________________________________________________________"
Beijos Pra Torcida,/engenheiros-do-hawaii/beijos-pra-torcida.html,Infinita Highway,"Quando eu abro a janela, quando eu abro o jornal Eu vejo a cara dela: a Terceira Guerra Mundial Jogam bombas em Nova Iorque, jogam bombas em Moscou Como se jogassem beijos pra torcida depois de marcar um gol   Falam tanto sobre guerra e paz mas tanto faz falar ou não Todas as bombas e generais são restos mortais da civilização Rebeldes sem rebeldia, viciados em anestesia Fantasmas sem fantasia gripados na guerra fria   Pão e circo, pé no saco quem não fica frio fica fraco Procuro entender qualé a desses caras, procuro um cigarro no bolso do casaco Mas em todo lugar um pedaço do fim, um furo de bala, um Muro de Berlim Muito sangue sai da tela do Drive-In, um filme de guerra , um filme sem fim"
Bem a Fim,/engenheiros-do-hawaii/bem-a-fim.html,Não Vejo a Hora,"Zerei a vida na viola violando a escuridão Antes tarde do que nunca Desarmei a equação de uma vida longa Mesmo que seja breve o que eu preciso ouvir  De repente silencia a mais bela sinfonia O repente nordestino, a trova no galpão O trovão de fake news Tudo espera se eu espero o que eu quero ouvir  A highway to hell faz a curva e vai pro céu Quando a resposta vem Do outro lado alguém Dizendo que está tudo bem  No escuro deste quarto, sob um quarto minguante No centro da cidade, sob um sol escaldante Antes tarde do que nunca Tudo espera se eu espero o que eu quero ouvir  A highway to hell faz a curva e vai pro céu Quando a resposta vem Do outro lado alguém Dizendo que está tudo bem  A highway to hell faz a curva e vai pro céu Quando a resposta vem Do outro lado alguém Dizendo que está tudo bem  Quando a resposta vem Ao meu lado alguém Dizendo que está tudo bem"
